hotspot_id,centroid_lat,centroid_lon,police_station,impact,frequency,persistence,recency,priority_score,global_rank,station_rank,risk_tier,anomaly_score
dbscan-131,12.896648908045979,77.72005069310345,Whitefield,0.7438539134407088,0.0026547391115473106,0.44666666666666666,0.9789085755231154,17.108366750611744,115,3,LOW,0.2376
dbscan-147,12.960829543334164,77.52826063286457,Byatarayanapura,0.770396371393225,0.01568709475005229,0.11333333333333333,0.271286697405032,16.961221612287986,116,5,LOW,0.433
dbscan-236,13.00547345891089,77.5936271480198,R.T. Nagar,0.741978929424245,0.003105240294112915,0.38,0.8830713120094555,16.944802761431514,117,3,LOW,0.2895
dbscan-52,13.015364512545508,77.55524293807181,Malleshwaram,0.8780819619771502,0.0028960790307788844,0.28,0.9448917078142248,16.92799556203964,118,3,HIGH,0.4425
dbscan-13,12.91722706022727,77.65172147329545,HSR Layout,0.7161547193258369,0.002686917767444854,0.3933333333333333,0.9846244723834631,16.49145907781775,119,4,LOW,0.1682
dbscan-146,13.004667380777159,77.75710848612917,Mahadevapura,0.761615017121723,0.002558203143854681,0.36666666666666664,0.9545790028188068,16.387172457401487,120,5,LOW,0.1516
dbscan-182,12.91732262820513,77.57830293025641,Jayanagara,0.7568022046858129,0.002992614998471514,0.30666666666666664,0.946582571533443,16.381842930928002,121,3,LOW,0.1995
dbscan-130,13.033824541818637,77.55783225294188,Yeshwanthpura,0.7547488834758886,0.00468199443309253,0.24,0.5992555980531964,16.270945044654084,122,4,LOW,0.2123
dbscan-98,12.967916387499999,77.60070697045454,Ashok Nagar,0.7677241663624476,0.002686917767444854,0.32666666666666666,0.94660426890647,16.242089952539214,123,3,LOW,0.1691
dbscan-286,12.938026260975553,77.62652494921161,Adugodi,0.6956195550948518,0.002606471127700996,0.4533333333333333,0.8104856039719799,16.16431365830184,124,4,LOW,0.3855
dbscan-307,13.048891091459854,77.49746573002433,Chikkabanavara,0.90815572973635,0.0020594339774427624,0.30666666666666664,0.9855050609412748,16.146680160951387,125,1,HIGH,0.3646
dbscan-219,12.938252227746874,77.57691800787121,Basavanagudi,0.7498608585564752,0.00284781104693257,0.3,0.9776752583709908,16.12773991566316,126,3,LOW,0.2
dbscan-163,12.9808793630148,77.58822622705704,Cubbon Park,0.8996546284310513,0.002526024487957138,0.23333333333333334,0.9493638815773762,15.938592945384745,127,3,HIGH,0.3285
dbscan-230,13.050951611764708,77.55267739411767,Jalahalli,0.7606221681190897,0.002863900374881341,0.28,0.912098731569718,15.854222617941339,128,2,LOW,0.1612
dbscan-161,13.184063038589214,77.68763707385892,Chikkajala,0.7944561481226939,0.0037327240841150064,0.24,0.5779809769705223,15.608591850963904,129,4,LOW,0.3657
dbscan-101,13.00177597687075,77.52575710340136,Rajajinagar,0.7833961603201385,0.002220327256930478,0.31333333333333335,0.9850759579244369,15.574660936846445,130,5,LOW,0.2108
dbscan-311,12.94808701147541,77.5799348557377,Basavanagudi,0.7643666695970207,0.002799543063086255,0.22666666666666666,0.983744670667078,15.314484233586429,131,4,LOW,0.1645
dbscan-214,12.894841708947368,77.59913146105264,J.P. Nagar,0.7481527030902736,0.002912168358727656,0.24666666666666667,0.8575977440707103,15.277941999701374,132,3,LOW,0.1894
dbscan-68,12.971627800826447,77.50760308264462,Jnanabharathi,0.8910510437501657,0.001802004730262417,0.3,0.891348088264353,15.19957226468561,133,2,HIGH,0.311
dbscan-176,12.931703959119499,77.58599922893082,Jayanagara,0.7268908418962567,0.002413399192315737,0.32666666666666666,0.82800514662411,15.16250263254037,134,4,LOW,0.1438
dbscan-368,12.958571602000001,77.668240934,HAL Old Airport,0.7738764736723495,0.00468199443309253,0.13333333333333333,0.7486557232163397,15.107981714746677,135,5,LOW,0.2755
dbscan-51,12.903668397617674,77.70420735007862,Bellandur,0.7122577315018745,0.002107701961289077,0.3466666666666667,0.9520006023935313,15.023985963601364,136,6,LOW,0.1777
dbscan-195,13.000169242857142,77.61718767597402,Pulikeshinagar(F.Town),0.6929449585103598,0.002332952552571879,0.3333333333333333,0.8573422352176215,14.886919988786197,137,4,LOW,0.4329
dbscan-274,12.938268876415094,77.59262558584906,Wilson Garden,0.7406374658353425,0.0015606648110308432,0.4266666666666667,0.98012098234571,14.821063791474531,138,5,LOW,0.0595
dbscan-205,12.987122598519731,77.51954725140992,Kamakshipalya,0.7022582330816857,0.0037327240841150064,0.16,0.972891300402211,14.812857758945968,139,2,LOW,0.2978
dbscan-38,12.906807389557816,77.69667905892105,Bellandur,0.7164046708501212,0.003217865589754316,0.2,0.8628030458560375,14.775700789149477,140,7,LOW,0.1968
dbscan-135,12.948992599350651,77.59762017337663,Wilson Garden,0.7119158622695633,0.002332952552571879,0.28,0.9572960336963887,14.775306190948406,141,6,LOW,0.1872
dbscan-171,12.97875177745763,77.56440123021734,Magadi Road,0.928967126091693,0.0017537367464161022,0.22,0.9835192071412265,14.64175723215888,142,3,HIGH,0.5771
dbscan-218,12.999296078756478,77.62483179896373,Pulikeshinagar(F.Town),0.7905790051928776,0.002960436342573971,0.17333333333333334,0.8074446013251259,14.483061357648772,143,5,LOW,0.3126
dbscan-277,12.924049621994254,77.67341868326827,Bellandur,0.8978095465130508,0.001608932794877158,0.24,0.9788412635796292,14.373325219153516,144,8,HIGH,0.305
dbscan-126,13.055123728070177,77.50757637719299,Chikkabanavara,0.7249218431712634,0.0016893794346210158,0.3466666666666667,0.9410228024897219,14.291266376623494,145,2,LOW,0.1004
dbscan-148,12.910752563285024,77.64455526376813,HSR Layout,0.7350541818473617,0.003185686933856773,0.16666666666666666,0.8282519123107576,14.269955922727007,146,5,LOW,0.1768
dbscan-117,12.931837174808487,77.515621516991,Kengeri,0.8924167926763559,0.0016250221228259296,0.2733333333333333,0.7485012961087325,14.171287733179593,147,1,HIGH,0.3136
dbscan-215,13.09964935,77.58865702752809,Yelahanka,0.7682248877828916,0.002719096423342397,0.16,0.9526336308691431,14.140487562832622,148,3,LOW,0.171
dbscan-19,12.934979835390946,77.53651167078189,Banashankari,0.7638837793220741,0.0037649027400125496,0.24,0.31687028620631674,14.0709633338411,149,3,LOW,0.3503
dbscan-233,12.998019625581394,77.58151379244187,Sheshadripuram,0.7631810728539152,0.0026225604556497674,0.16666666666666666,0.9107408077852696,13.996240066245536,150,2,LOW,0.1486
dbscan-106,12.998918008771025,77.68814668065434,Mahadevapura,0.759852269856661,0.0017698260743648738,0.26666666666666666,0.9455850298046192,13.990175031562929,151,6,LOW,0.1369
dbscan-194,12.880714167345586,77.64507248484136,Hulimavu,0.7213352465889618,0.002349041880520651,0.2733333333333333,0.6552778047602841,13.988781594550566,152,4,LOW,0.1461
dbscan-181,12.959352151371778,77.65581395312955,Jeevanbheemanagar,0.735314952336239,0.00183418338615996,0.26666666666666666,0.9522188405437066,13.94614928390958,153,5,LOW,0.3462
dbscan-197,13.003463336486487,77.72349642094593,K.R. Pura,0.7506605540892691,0.0022364165848792494,0.21333333333333335,0.8284607714859654,13.839428308713646,154,4,LOW,0.1582
dbscan-339,12.967559821666667,77.59325390166669,Halasuru Gate,0.7555397438156447,0.0017859154023136454,0.25333333333333335,0.9405268304619768,13.83605540441276,155,1,LOW,0.1796
dbscan-268,12.967899677697867,77.74960639682581,Whitefield,0.9093295660849153,0.0015445754830820716,0.21333333333333335,0.8840636953004919,13.755458988029734,156,4,HIGH,0.3648
dbscan-363,12.94795759923077,77.53438509307693,Byatarayanapura,0.7443156409103184,0.0019468086818013612,0.24666666666666667,0.8345023950200658,13.729980100860184,157,6,LOW,0.2409
dbscan-200,13.060033005580864,77.57658471620857,Kodigehalli,0.8874318751403212,0.0014480395153894422,0.23333333333333334,0.8927998749190798,13.666508885628565,158,6,HIGH,0.3141
dbscan-76,12.906860294978998,77.54603817961252,K.S. Layout,0.8030043584110629,0.0018824513700062748,0.24666666666666667,0.6857339709147935,13.627416986530912,159,1,LOW,0.3029
dbscan-156,12.920152094404514,77.62094519661838,Madiwala,0.7236302432671375,0.0016732901066722444,0.28,0.9106364358854842,13.584162066722271,160,2,LOW,0.4866
